asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,invoice_number,invoice_date,invoice_url,vendor_name_manual,warranty_months,warranty_expiry,condition,status,capacity_value,capacity_unit,apartment_code,notes
VH-CO-B12-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CO-B12-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0006,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0007,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0008,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B12-0009,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-DT-B12-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-FN-B12-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B12-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B12-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B12-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-B12-0001,E201112147348,Bajaj,Majesty Slim (740076),Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,2100W/230V,null,null,null
VH-MA-B12-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-MA-B12-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B12-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B12-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B12-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MW-B12-0001,Not Available,IFB,17PM-MEC1,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,230v-1200W/2450MH,null,null,null
VH-RF-B12-0001,BS0337E7201T0J9F0175,Haier,HRD-1703/2018,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RO-B12-0001,null,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-B12-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-SF-B12-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-ST-B12-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-ST-B12-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-ST-B12-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-WM-B12-0001,03WH5PBMA03653A,Samsung,WA60M4100HY 01,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,6Kg / 220 v/330W,null,null,null
VH-WH-B12-0001,Not Available,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230V,null,null,null
VH-WH-B12-0002,18090038607690,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230V,null,null,null
VH-AC-B13-0001,SEB0A3514X5,Hitachi,RAS.B312PCAIBA 1 /2025,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,1.5 TON/3517 W / 913 W,null,null,null
VH-AC-B13-0002,S2586R01318,Vestar,VASKR123AMT,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,1.5 TON / 3400 W /240 v,null,null,null
VH-CH-B13-0001,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CH-B13-0002,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CH-B13-0003,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CD-B13-0001,null,null,null,Cloth Dryer Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B13-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CO-B13-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CO-B13-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CO-B13-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B13-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B13-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B13-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B13-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B13-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B13-0006,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B13-0007,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B13-0008,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-DT-B13-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-FN-B13-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B13-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B13-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-B13-0001,LIH08249127797,Judge,Optima Plus,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B13-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B13-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-MA-B13-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B13-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-B13-0001,null,Godrej,RD EDGE 205 TRF 2.2/2019,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,180 litre,null,null,null
VH-SS-B13-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-SF-B13-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-ST-B13-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-ST-B13-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-TV-B13-0001,null,null,null,TV,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-B13-0001,Not Available,Venus,null,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230V,null,null,null
VH-WH-B13-0002,18090038607693,Venus,null,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230V,null,null,null
VH-AC-B14-0001,SE190O29414,Hitachi,RSG312HCDOBW,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,1.5 TON / 3545W/985W,null,null,null
VH-AC-B14-0002,A2551R03088,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,1.5 TON / 3600W/240V,null,null,null
VH-AC-B14-0003,A2551R03704,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230V,null,null,null
VH-CH-B14-0001,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CH-B14-0002,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CH-B14-0003,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CH-B14-0004,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CD-B14-0001,null,null,null,Cloth Dryer Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B14-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CO-B14-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CO-B14-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CO-B14-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CO-B14-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0006,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0007,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0008,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-CB-B14-0009,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-DT-B14-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-FN-B14-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B14-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B14-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B14-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-B14-0001,BB03KC1376A4084,Impex,OMEGA H2A,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B14-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-MA-B14-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-MA-B14-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-MA-B14-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B14-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-MW-B14-0001,245PU;CEWU 00488,null,NN-ST266BFDG,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,230V/800W/1250W,null,null,null
VH-RF-B14-0001,BS0337E7201T0J9F0005,Haier,HRD-1703SR-E /2018,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,163 Litre,null,null,null
VH-RO-B14-0001,null,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-B14-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-SF-B14-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-ST-B14-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-ST-B14-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-ST-B14-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,good,allocated,null,null,null,null
VH-TV-B14-0001,null,null,null,TV,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-B14-0001,T62CGD#18FH2#004438,Onida,CRYSTAL,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,6.2 Kg/ 230 V/50hz,null,null,null
VH-WH-B14-0001,18090038607692,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230V,null,null,null
VH-WH-B14-0002,18090038607691,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230V,null,null,null
VH-AC-B22-0001,null,Hitachi,RSG312HCDOBW/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B22-0002,SE190029435,Hitachi,RSG312HCDOBW/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B22-0003,null,Hitachi,RSG312HCD0BW/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B22-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B22-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B22-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B22-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B22-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
